date_count,days_since_last_purchase,avg_purchase_interval_days,last_purchase_to_avg_interval_ratio,recent_30_days_visit_count,ratio_x_datecount
0.4377243893700206,0.44871074689899676,-0.02523975970013522,0.39720559638413944,0.3645417147872259,0.049324012511602934
0.4346259540492349,0.480004385933445,-0.001766435031744339,0.48123128337233856,0.3702273778514481,0.052666293847396364
-0.07591941055144465,0.34665821707014455,0.13677469044401303,0.5631911610760936,0.5185230778273501,0.10620457039367018
0.4679404017517368,0.4616396339423897,-0.029391621084867127,0.39777442283529724,0.36633947996144756,0.04655524703743635
0.5439488287858615,-0.46513715515593435,0.02873603836099988,0.41422503070575367,0.3192280564492679,0.038393767615858235
-0.9504064396501185,0.8622947462707163,-0.05060485232297378,0.532673080060902,0.7829650182769958,-0.04431107525476709
0.4376638884768879,-0.5628929491181108,0.4885748220015326,-0.3553826528154286,0.2775922774798004,0.09224268708408175
0.46276488451331144,0.45106933847270103,0.014258029654324359,0.4303459295606543,0.3666267645646707,0.05934644116821307
0.4335405349670586,0.4664219302219978,-0.004941168608969526,0.4299497795074359,0.3660463650878239,0.05828456637865738
0.1958107761396187,-0.8212239147633978,0.15384879554902003,-0.6414011161900031,0.28847451530780244,0.03479729850131466
-0.9668522300268482,-0.376037155215265,-0.0425156551947518,-0.4957277949841119,-1.6118612057356594,-0.02752654090376383
0.46276488451331144,0.45106933847270103,0.014258029654324359,0.4303459295606543,0.3666267645646707,0.05934644116821307
-1.1370912443538026,-0.5018700532526591,-0.4876925363130529,-0.5542287442250553,-2.0392718911241037,-0.05454673014605636
0.4377243893700206,0.44871074689899676,-0.02523975970013522,0.39720559638413944,0.3645417147872259,0.049324012511602934
-1.1918360940554449,-0.28908987304528855,-0.5120743449229231,-0.5562112315296049,0.33927165697879297,-0.08125249591155531
-0.896935747391899,0.09747727606903518,-0.19191869680742077,-0.5725979359420373,0.43143101700688236,-0.117301956651816
0.45962915471377397,0.46672986520503945,-0.028251156951121383,0.39978812459063445,0.3663257919659475,0.0466357849191664
0.43780042714849615,0.4915475383957764,0.019941434598840492,0.4752664881622183,0.37059746585598297,0.058007098282438455
0.36125552638368347,0.4913977927986816,-0.019287661409388097,0.5505429976323943,0.3762752959887218,0.04643640550140373
0.34283423400923685,0.6570645539747993,0.19116014832475586,-0.591423727240585,0.2956367751912619,0.005474594955541652
